News_ID,CompanyName_News,Date_News,Headline_News,Description_News
5654,HIBERNIA+REIT,"Tue, Apr 18, 2017, 10:55",Burlington Real Estate scraps  plans to float Reit," Property company initially eyed raising €300m through flotation in 2014
"
5655,HIBERNIA+REIT,"Fri, Apr 7, 2017, 20:31",Britain’s FTSE posts slight weekly gain as oil stocks rise," US missile strike on Syriathe dominant factor in the markets 
"
5656,HIBERNIA+REIT,"Fri, Mar 31, 2017, 20:32",Benchmark European index rises to highest since end-2015," Iseq closes up 0.6% in line with Europe, with major stocks CRH and Ryanair leading way
"
5657,HIBERNIA+REIT,"Wed, Mar 1, 2017, 12:00",Investor mix in Irish Reits set to shift as returns slow," Traditional investors expected to become involved as finance giants scale back stakes 
"
5658,HIBERNIA+REIT,"Thu, Jan 19, 2017, 19:04",European shares in retreat as Iseq outperforms its peers," Strong trading in Bank of Ireland, Ryanair and Smurfit Kappa lift Iseq higher
"
5659,HIBERNIA+REIT,"Wed, Jan 11, 2017, 06:56",Iseq may have  surge in Reits after ‘vulture funds’ tax clampdown ," Three real-estate investment trusts have floated on Dublin’s stock market since 2013
"
5660,HIBERNIA+REIT,"Fri, Jan 6, 2017, 07:40"," No women directors, no problem, or so the view appears within Ireland Inc"," Caveat: No gender quotas andno improvement in women director numbers
"
5661,HIBERNIA+REIT,"Fri, Dec 23, 2016, 07:00",Garda Dublin region HQ planned near Heuston Station," Development plan comes after OPW secures six-year lease extension onHarcourt St HQ
"
5662,HIBERNIA+REIT,"Tue, Dec 20, 2016, 19:45",European stocks end at 11-month high on deals and Italy optimism," Dollar hits a 14-year high while Dow near 20,000 level in early trading 
"
5663,HIBERNIA+REIT,"Mon, Dec 19, 2016, 19:50",European shares retreat from 11-month highs as US stocks rise," Monte dei Paschi and Danonefall, and Bank of Ireland and PTSB follow Euro stocks down
"
5664,HIBERNIA+REIT,"Wed, Dec 14, 2016, 20:36",European stocks fall ahead of Federal Reserve meeting to raise rates," Wall Street fluctuates on interest rates rise as Fed says increases will be gradual
"
5665,HIBERNIA+REIT,"Tue, Dec 13, 2016, 09:07",Shares in Ireland’s largest landlord down on  new rent controls ," New rental measures are ‘damaging’ tolandlords, according to Goodbody
"
5666,HIBERNIA+REIT,"Tue, Dec 6, 2016, 19:57",European shares continue to rise as Italian worries recede,"Permanent TSBand Bank of Ireland among Iseq’s top performers as Tullow Oil slips back
"
5667,HIBERNIA+REIT,"Mon, Dec 5, 2016, 18:43",European markets shrug off impact of Italian vote," INM rises 1.7% after restructuring that should pave way for return of dividends approved
"
5668,HIBERNIA+REIT,"Fri, Nov 18, 2016, 06:49",Ireland’s biggest landlord: ‘I feel bad for the Irish people’," Ires Reit’s David Ehrlich talks about soaring rents and increasing supply
"
5669,HIBERNIA+REIT,"Wed, Nov 16, 2016, 19:55",Most European indices decline led by falls for banking stocks," CRH dips as post-election gains sparked by Trump election spending promises unwind
"
5670,HIBERNIA+REIT,"Thu, Nov 10, 2016, 18:37",Global stock rally stalls as investors reconsider positions," US bond yields continue to climb on fears ofrevival in inflation due to Trump fiscal policy
"
5671,HIBERNIA+REIT,"Mon, Oct 17, 2016, 18:00",Stealthy as she goes in pursuit of post-Brexit banking spoils," Ireland must tread a delicate political line as it courts London’s financial services sector 
"
5672,HIBERNIA+REIT,"Wed, Oct 12, 2016, 19:24",European stocks retreat for second session over corporate earnings ," Gadgetmaker Ericsson tumbles 20% to nine-year low after issuing profit warning 
"
5673,HIBERNIA+REIT,"Sat, Sep 24, 2016, 05:00",Index changes may drive interest in Reits," With real estate added as a new global index sector, Reits will see more growth
"
5674,HIBERNIA+REIT,"Thu, Sep 15, 2016, 06:00",Secrecy order of day at  Green Reit," Performance fee for property gurus not disclosed
"
5675,HIBERNIA+REIT,"Thu, Aug 18, 2016, 19:54","Ryanair, CPL market gainers on Iseq as Bank of Ireland falls "," Germany’s Dax Index rises, with steelmaker Thyssenkrupp helping lead the gains
"
5676,HIBERNIA+REIT,"Thu, Aug 18, 2016, 06:30",Hibernia Reit CEO Nowlan gets €2m of bonus stock," Property company issued shares this week to settle performance fees following 2015 deal
"
5677,HIBERNIA+REIT,"Fri, Aug 12, 2016, 05:45",Revealed: What Ireland's top business bosses are paid," Ireland’s leading CEOs receive average 3% pay rise last year 
"
5678,HIBERNIA+REIT,"Mon, Aug 8, 2016, 12:41",Ires Reit: the facts behind Ireland’s biggest landlord  ," Despiterestrictions Ires Reitincreased rents by up to 12% in its Dublin properties this year
"
5679,HIBERNIA+REIT,"Tue, Jul 26, 2016, 20:27",Healthcare and consumer stocks  boost European markets ," Hibernia Reit down 1.01% after announcing developments and €1.6m State lease
"
5680,HIBERNIA+REIT,"Wed, Jul 20, 2016, 19:15",European equities enjoy upbeat session," Dow Jones,S&P 500 hit fresh highs as Microsoft’s strong results reinforce optimism
"
5681,HIBERNIA+REIT,"Tue, Jul 12, 2016, 01:00",European markets  rebound for third consecutive day ," Stocks extendadvance afterUK minister Andrea Leadsom withdrawsPM candidacy
"
5682,HIBERNIA+REIT,"Sat, Jul 2, 2016, 01:00",European shares lifted by signs of ECB support," Ryanair rises on reports of share buyback plan while Smurfit Kappa also gains
"
5683,HIBERNIA+REIT,"Thu, Jun 30, 2016, 08:51",Irish shares rise for third straight day after Brexit sell-off," Yield on State’s 10-year bonds fall to record low of 0.509%
"
5684,HIBERNIA+REIT,"Sat, Jun 18, 2016, 01:00",European shares recover as fears of Brexit recede," Bank of Ireland up 10 per centas Dublin market ends the week in positive territory
"
5685,HIBERNIA+REIT,"Thu, Jun 16, 2016, 01:00", European  markets rise after miners  post strong performances," Shares in Dublinaffected as investors weigh Brexit polls showing Leave side ahead
"
5686,HIBERNIA+REIT,"Tue, Jun 7, 2016, 11:03",George Soros cuts Hibernia Reit stake by more than half ," Pension funds other long-term investors gradually replace initial hedge fund backers
"
5687,HIBERNIA+REIT,"Tue, Apr 19, 2016, 21:47",European shares climb as oil prices rise ," Oil prices tip over the $40 a barrel mark boosting market confidence
"
5688,HIBERNIA+REIT,"Wed, Mar 23, 2016, 02:04",Travel stocks tumble in wake of Brussels attacks," Shares in Ryanair and IAG fall as investors sell sector
"
5689,HIBERNIA+REIT,"Sat, Mar 19, 2016, 01:00",Global markets cap fifth week of gains ," Shares in Aryzta rise for the first time in week, climbing 2 per cent to €33.80 in Dublin
"
5690,HIBERNIA+REIT,"Fri, Mar 18, 2016, 01:00",European markets dragged down as euro strengthens against dollar," Swiss-Irish food group Aryzta rounds off difficult few days with modest decline
"
5691,HIBERNIA+REIT,"Sat, Mar 5, 2016, 01:00",Confidence in global economy boosted by US jobs figures," CRH falls back but Independent News & Media closes up 4% on slow day in Dublin
"
5692,HIBERNIA+REIT,"Thu, Mar 3, 2016, 00:00",Meet the landlords buying in bulk and changing the market," Institutional property investors supplant small-scale buyers and build strong reputation
"
5693,HIBERNIA+REIT,"Thu, Feb 11, 2016, 18:20",Stock markets tumble again  as investors run to safety," Under-pressure financial shareslead the downward charge
"
5694,HIBERNIA+REIT,"Tue, Jan 12, 2016, 21:17",Car-makers and retailers lead way as European shares rally," Dublin stages comeback as shares in Ryanair, Smurfit and Glanbia gain ground
"
5695,HIBERNIA+REIT,"Wed, Dec 30, 2015, 10:00",The property developers who survived the crash ," Some big names who made it through the collapse are back up and running
"
5696,HIBERNIA+REIT,"Tue, Dec 15, 2015, 19:39",Equities rally as oil prices move from multi-year lows," Boost for Ryanair shares in Dublin but property trusts under pressure 
"
5697,HIBERNIA+REIT,"Wed, Dec 9, 2015, 11:18",Office market experiences growing pains," Positive prospects can’t hide the fact that the sector is facing serious pressure points
"
5698,HIBERNIA+REIT,"Sat, Nov 28, 2015, 01:08",Data sparks European shares recovery,"Better-than-expected confidence data offset concerns about China’s slowdown 
"
5699,HIBERNIA+REIT,"Tue, Nov 17, 2015, 01:00",Cantillon: Two strategies but which Reit is wrong?," Tworeal estate investment trustsappear to be developing contrasting approaches
"
5700,HIBERNIA+REIT,"Fri, Nov 13, 2015, 06:30",Hibernia Reit set to bolster portfolio with €400m in borrowing,"Property investor agrees credit facility with Bank of Ireland, Barclays and Ulster Bank
"
5701,HIBERNIA+REIT,"Thu, Nov 12, 2015, 22:10",Iseq steady as markets routed elsewhere ,"Weak UScommodities blamed as top European stock index posts big fall 
"
5702,HIBERNIA+REIT,"Mon, Oct 19, 2015, 21:30",Worries over China still weigh on investors," Most European bourses ahead but Chinese concerns hold back London
"
5703,HIBERNIA+REIT,"Mon, Sep 28, 2015, 01:00",Seen&Heard: Web Summit founder said to have sought  free  transport  for event," BillionaireGeorge Soros has reduced his exposure to Irish commercial property market 
"
5704,HIBERNIA+REIT,"Sat, Sep 19, 2015, 01:00",Market report: Fed decision on rates weighs on markets ,"International sentiment drives CRH, Smurfit Kappa and food sector lower
"
5705,HIBERNIA+REIT,"Fri, Sep 4, 2015, 10:14","Hibernia Reit admitted to leading real-estate index	"," The FTSE EPRA/NAREIT Global Real Estate Index Series has around 400 stocks
"
5706,HIBERNIA+REIT,"Wed, Aug 19, 2015, 01:00",European stocks continue recovery," Mining and energy stocks hold global markets back as uncertainty in China continues
"
5707,HIBERNIA+REIT,"Tue, Aug 4, 2015, 11:00",Making deposit accounts pay," Worthwhile gains can be made despite low prevailing rates of deposit interest
"
5708,HIBERNIA+REIT,"Fri, Jul 24, 2015, 20:09",Stocks fall  in line with economic data  ,"Worsening economic conditions in all markets prompt shareslumps 
"
5709,HIBERNIA+REIT,"Fri, Jul 24, 2015, 01:01",European stocks down for a third day on decline in energy shares ," Smurfit Kappa, Applegreen among the maing movers on Dublin market
"
5710,HIBERNIA+REIT,"Fri, Jul 17, 2015, 01:00",Stocks gain on strong corporate earnings,"European shares hitsix-week high after Greece passes austerity measures 
"
5711,HIBERNIA+REIT,"Wed, Jul 15, 2015, 04:50",Don’t expect a new ‘normal’ any time soon in the property market," Understanding where you are in the cycle isthe key to successful property investment and development
"
5712,HIBERNIA+REIT,"Fri, Jun 26, 2015, 01:00",European shares slip again as Greek debt talks stall," Ryanair climbs to another record high in Dublin as sell-off in Aryzta continues 
"
5713,HIBERNIA+REIT,"Fri, Jun 12, 2015, 20:42",Spectre of Greek default dims markets,"European stocks slide as doubts grow over Greek ability to renegotiate its debt
"
5714,HIBERNIA+REIT,"Tue, Jun 9, 2015, 19:50",European shares decline on weak China data and fears over Greece," Iseq closes down 0.4 %on quiet day in Dublin while US stocks little changed as signs point to Fed raising interest rates in September
"
5715,HIBERNIA+REIT,"Sat, Jun 6, 2015, 01:00",European shares fall as debt woes hit Greek stocks," Dublin market slightly outperforms European peers
"
5716,HIBERNIA+REIT,"Wed, May 13, 2015, 23:00",European shares fall but Irish market up," Boost for Permanent TSB as bank removed from S&P’s credit watch list
"
5717,HIBERNIA+REIT,"Fri, Apr 17, 2015, 02:00",Lack of space and explosive rise in office rents could lead to big losses ,"Spectacular growth in commercial property is sparking bubble fears and posing a threat to FDI
"
5718,HIBERNIA+REIT,"Wed, Feb 25, 2015, 01:10",Latest boom is a different kind of beast ,"The commercial property upswing is part of a cycle, but differs fromlast time 
"
5719,HIBERNIA+REIT,"Tue, Nov 18, 2014, 09:13",Value of Hibernia Reit property portfolio jumps 10% in four months," Property company reports net income of €319m in the six months toend of September 
"
5720,HIBERNIA+REIT,"Wed, Oct 29, 2014, 01:00",Blue chips help European shares to rise," AIB down 5% , Bank of Ireland unchanged with trading volumes ‘subdued’ 
"
5721,HIBERNIA+REIT,"Thu, Oct 23, 2014, 22:32",Nine of 18 western European markets  rally on strong earnings ," Bank of Ireland rises 1.27 per cent to 32 cent, AIB climbs 7.14 per cent to 12 cent 
"
5722,HIBERNIA+REIT,"Tue, Sep 30, 2014, 01:00",Hong Kong  jitters affect global markets,"US, UK and Europeanstocks fall as Hong Kong protests add to geopolitical concerns 
"
5723,HIBERNIA+REIT,"Tue, Aug 26, 2014, 08:48",Hibernia in the market again for 0.75 acre Dublin docklands site," Property investment company acquires site on Sir John Rogerson’s Quay for €17.75m
"
5724,HIBERNIA+REIT,"Sat, Aug 23, 2014, 01:00",Quiet day for markets as investors look to Ukraine,"Gains for Bank of Ireland and for shares exposed to Irish economic recovery 
"
5725,HIBERNIA+REIT,"Fri, Aug 22, 2014, 08:11",Hibernia Reit acquires Forum building in IFSC for €37.8m ," Property firm makes tenth high-profile acquisition since listing on stock exchangelast year 
"
5726,HIBERNIA+REIT,"Mon, Aug 18, 2014, 11:46",Ires Reit gets €130m credit line from Barclays bank," Property investment company says credit facility will allow it achieve investment goals 
"
5727,HIBERNIA+REIT,"Wed, Aug 13, 2014, 01:00",Dublin industrial market rebounds strongly in Q2," Two significant deals boosted the figures in Q2
"
5728,HIBERNIA+REIT,"Wed, Aug 6, 2014, 01:30",Recovery of   market   should come as no surprise,"Demand has caught up with – and outstripped– supply in the Dublin commercial market, but we must not let the opportunity slip away 
"
5729,HIBERNIA+REIT,"Wed, Jul 23, 2014, 01:00",Dollar hits a high as global stocks rally ,"Iseq closes up 1% following light tradingand Ryanair gains 3% to reach €6.95 
"
5730,HIBERNIA+REIT,"Mon, Jun 30, 2014, 20:08",Airline stocks across Europe were impacted by a negative report on EasyJet," Hibernia Reit was the big gainer of the day in Dublin, closing up 5 per cent at €1.11
"
5731,HIBERNIA+REIT,"Fri, May 30, 2014, 19:50",Aer Lingus nosedives amid strike action,"Iseqin negative territory but in line with globaltrend asMSCI issues reratings 
"
5732,HIBERNIA+REIT,"Thu, Apr 17, 2014, 01:00","Property trusts Ires Reit eyes 2,300 apartments"," Shares gain 4% on first day for Irish Residential Properties Real Estate Investment Trust
"
5733,HIBERNIA+REIT,"Wed, Apr 16, 2014, 15:49",Irish Residential Properties REIT floats on Dublin market," Property trust raises €200 million from investors on joining the market
"
5734,HIBERNIA+REIT,"Tue, Apr 8, 2014, 01:15",Back after the break: is now the time to take a punt on Irish commercial property?,"Before you invest, consider some of the things that can go wrong when putting money into property 
"
5735,HIBERNIA+REIT,"Fri, Apr 4, 2014, 14:59",Two real estate investment trusts set to raise €600m on Irish Stock Exchange," Green REIT plans €400m share issue, while a Canadian-owned REIT will invest in apartments
"
5736,HIBERNIA+REIT,"Wed, Mar 19, 2014, 22:24",Ireland highly lucrative for IPO advisers ," Wall Street’s biggest banks set for bonanza 
"
5737,HIBERNIA+REIT,"Fri, Feb 21, 2014, 20:12",European markets gain  on Yellen’s stimulus pledge ," Leading Irish stocks quiet ahead of 2013 results next week
"
5738,HIBERNIA+REIT,"Wed, Feb 19, 2014, 01:00",Ryanair  buyback lifts  stock almost 1%,"S&P 500 index closes up on $25bnsale of Forest Laboratoriesto Actavis 
"
5739,HIBERNIA+REIT,"Wed, Feb 12, 2014, 16:27",Iseq records best year since 1997," Irish Stock Exchange statistics show share index has risen 57.3 per cent in 3 years
"
5740,HIBERNIA+REIT,"Fri, Jan 24, 2014, 01:00",Markets slip back on China and US concerns,"Ryanair falls back 0.52% to €6.84 in Dublin while Aer Lingus falls almost 1% to €1.43 
"
5741,HIBERNIA+REIT,"Sat, Jan 11, 2014, 01:00",Nama draws up shortlist of five for Central Park site," First-round bids understood to range between €247.5m and €262m
"
5742,HIBERNIA+REIT,"Fri, Dec 13, 2013, 01:00","'Awful lot of the pressure, the decisions' fell on Fingleton"," From skyscrapers to Irish Nationwide and Hibernia REIT, Danny Kitchen’s career in business has been anything but boring
"
5743,HIBERNIA+REIT,"Wed, Dec 11, 2013, 09:11",Hibernia REIT admitted to Irish Stock Exchange," Property investment company also admitted to trading on the London Stock Exchange
"
5744,HIBERNIA+REIT,"Wed, Dec 11, 2013, 01:05",Turnover could reach levels last seen in  2007,"Overseas buyers main driver behind rush to cash in on ‘distressed’ assets 
"
5745,HIBERNIA+REIT,"Fri, Dec 6, 2013, 07:57",Property vehicle Hibernia REIT places shares with investors," Company’s initial placing gives the comapny an initial market capitalisation of €365m
"
5746,HIBERNIA+REIT,"Thu, Nov 28, 2013, 08:32",New property firm Hibernia REIT plans Dublin floatation," Investment vehicle is seeking to raise €350 million 
"
5747,HOSTELWORLD+GROUP,"Tue, Apr 18, 2017, 19:21",Theresa May’s call for snap  UK election shakes markets," CRH and Smurfit Kappa down while European stocks fall due to geopolitical concerns
"
5748,HOSTELWORLD+GROUP,"Tue, Mar 28, 2017, 08:08","Hostelworld revenues hit by  falling demand, especially in Europe"," Sales down 4% as online hostel platform cites worries over Brexit and terrorist attacks
"
5749,HOSTELWORLD+GROUP,"Wed, Mar 22, 2017, 12:00",High city rents force companies to scope out the suburbs in search of cheaper space," Rents in the suburbs are half those in the city centre while there’s also a better choice of accommodation 
"
5750,HOSTELWORLD+GROUP,"Fri, Mar 10, 2017, 06:00",Agenda: Open season for IPOs puts Irish businesses in the shop window ," Bailed-out AIB bank bounces from profitabilityto dividends as flurry of flotations loom
"
5751,HOSTELWORLD+GROUP,"Thu, Feb 23, 2017, 00:00",Winners: Best medium-sized workplaces in Ireland,The 22 winners in the medium category for companies with 101-250 employees
5752,HOSTELWORLD+GROUP,"Mon, Jan 30, 2017, 19:07",Fallout from Trump immigration policy unsettles markets," Greek stocks hit hard in Europe due to growing concerns overbailout payment
"
5753,HOSTELWORLD+GROUP,"Wed, Jan 25, 2017, 19:26",Markets rally on optimism about growth and corporate earnings," CRH and banks are in demand in Dublin as Iseq ends session almost 1% higher 
"
5754,HOSTELWORLD+GROUP,"Fri, Jan 6, 2017, 07:40"," No women directors, no problem, or so the view appears within Ireland Inc"," Caveat: No gender quotas andno improvement in women director numbers
"
5755,HOSTELWORLD+GROUP,"Tue, Aug 23, 2016, 19:25",Market report: Share boost in Europe for  house builders ," Reports of high residential rents in Dublin spark investor interest
"
5756,HOSTELWORLD+GROUP,"Tue, Aug 23, 2016, 07:44",Hostelworld reports half-year revenue fall of 9%," Irish travel website on track to meet full-year expectations in challenging market
"
5757,HOSTELWORLD+GROUP,"Mon, Aug 22, 2016, 05:20","Business diary: Kingspan, INM and Paddy Power results due"," International Business Women’s Conference takes place in Tralee
"
5758,HOSTELWORLD+GROUP,"Sat, May 28, 2016, 01:00",Hostelworld investors reassured on stake sale before slowdown," Travel website company’s stock fell by up to one-third on Thursday after trading update
"
5759,HOSTELWORLD+GROUP,"Fri, May 27, 2016, 01:00",European shares tread water as banks come under pressure," Irish travel website Hostelworld’s shares trade down 30% after poor trading update
"
5760,HOSTELWORLD+GROUP,"Wed, Apr 13, 2016, 11:02",Hostelworld shareholders raise £61m after selling stock," Luxembourg-based parent H&F and members of the Duffy Family sell 23.5m shares
"
5761,HOSTELWORLD+GROUP,"Tue, Apr 5, 2016, 07:30",Revenues rise by 5%  to €83.5m at Hostelworld," Travel website will pay maiden dividend of 2.75 cents a share
"
5762,HOSTELWORLD+GROUP,"Wed, Jan 20, 2016, 11:59",ISE tops global rankings for bond and investment fund listings," Equity trades up 26 per cent last year to 5.6m, Iseq index ends 2015 up 30%
"
5763,HOSTELWORLD+GROUP,"Sat, Nov 28, 2015, 01:08",Data sparks European shares recovery,"Better-than-expected confidence data offset concerns about China’s slowdown 
"
5764,HOSTELWORLD+GROUP,"Mon, Nov 2, 2015, 14:03",Hostelworld raises €180m in IPO as shares begin trading in Dublin ," Irish travel website, which owns hostels.com, is listed in Dublin and London
"
5765,HOSTELWORLD+GROUP,"Wed, Oct 28, 2015, 21:16",European stocks up on  rebound in energy companies," C&C shares down 2 per cent after reporting drop in earnings
"
5766,HOSTELWORLD+GROUP,"Wed, Oct 28, 2015, 10:51",Hostelworld valued at €245m following IPO ," Shares priced at 185p withoffer expected to raise €173.7 million in net proceeds
"
5767,HOSTELWORLD+GROUP,"Fri, Oct 9, 2015, 23:20",  Hostelworld eyeing  €340m flotation in Dublin and London," Irish travel website had €200m deficit at end of last year, accounts show
"
5768,IFG+GROUP,"Wed, Mar 21, 2018, 20:42",Shares fall as trade war concerns depress confidence," In Europe financials contributed the most to losses with banking sector down 0.9 per cent
"
5769,IFG+GROUP,"Mon, Mar 19, 2018, 07:00",Outstanding field for chief financial officer of the year," ‘Irish Times’ Business Person of the Year awards: the CFOs
"
5770,IFG+GROUP,"Sun, Mar 18, 2018, 18:00",Conference gives wind energy industry a boost," The week in business: results from IFG, euro zone unemployment and UK inflation
"
5771,IFG+GROUP,"Sat, Feb 3, 2018, 08:00",Back-to-the future deal makes McCanns top bananas once again," Why operators in the darkest part of Ireland’s €1.76bn shadow banking hub needn’t worry about the taxman
"
5772,IFG+GROUP,"Fri, Feb 2, 2018, 20:54",Equities fall as bond sell-off deepens across Europe," Iseq closes down with Glenveagh among the fallers and Ryanair giving up more of its recently won ground
"
5773,IFG+GROUP,"Fri, Feb 2, 2018, 08:35",Dublin-listed IFG says legacy claims could cost it over £20m," Shares down 17% at one point but recover in later trading
"
5774,IFG+GROUP,"Fri, Nov 10, 2017, 17:51",Bank of Ireland unscathed following tracker update," IFG Group finishes Friday up 2.7% following positive trading update
"
5775,IFG+GROUP,"Fri, Sep 1, 2017, 18:23",September boost for European shares after summer of losses," Iseq in positive territory with Ryanair, Paddy Power Betfair and CRH among the gainers
"
5776,IFG+GROUP,"Wed, Aug 30, 2017, 19:53",Stocks rise on world markets as Korean tensions ease," In US, petrol spikes to two-year high as tropical storm Harvey pounds energy-rich Gulf coast
"
5777,IFG+GROUP,"Fri, Jul 21, 2017, 21:00",Paddy Power Betfair dips in Dublin and London," Market report: Signs of weak summer ticket prices make investors wary of airlines
"
5778,IFG+GROUP,"Fri, Jun 16, 2017, 19:00",Amazon’s $13.7bn takeover of Whole Foods jitters the markets," Busy day of trading in Dublin as UDG Healthcare enjoys strong performance
"
5779,IFG+GROUP,"Sat, Apr 22, 2017, 07:47",May looks to tighten grip as Brexit looms," Business Week: housing crisis deepens, IMF spring meeting, and good year for Irish firms
"
5780,IFG+GROUP,"Tue, Apr 18, 2017, 06:20",Most  Irish companies see earnings  meet or beat  expectations," Iseqlast weekwas 6% above where itwasbeforeBrexit referendum last June
"
5781,IFG+GROUP,"Mon, Mar 13, 2017, 19:22",European shares boosted by mining sector and deal-making," Dublin closes flat with food company Aryzta rallying after losing 7% in early trading
"
5782,IFG+GROUP,"Tue, Jan 31, 2017, 20:15",European shares close down as Trump rally fades," Dublin market follows other indices lower as FBD, IFG and Aryzta among few bright lights
"
5783,IFG+GROUP,"Mon, Nov 21, 2016, 06:39",CRH named  overall winner at Published Accounts Awards," Firms at ceremony told they face new era of financial reporting due to increased regulation
"
5784,IFG+GROUP,"Thu, Nov 17, 2016, 19:19",European shares in positive territory despite Italian banks ," Iseq closes higher despite late sell-off in shares ofFBD and financial services firm IFG
"
5785,IFG+GROUP,"Tue, Sep 13, 2016, 07:23",Paul McNamara steps down as IFG CEO with ‘immediate effect’," Chief financial officer John Cotter will assume the role at financial services group
"
5786,IFG+GROUP,"Tue, Aug 30, 2016, 18:48",Financials help European shares hit a two-week high," IFG is biggest faller in Dublin while Total Produce, Permanent TSB and BoI all gain
"
5787,IFG+GROUP,"Thu, Aug 25, 2016, 07:43",IFG sees Brexit moderating short-term growth rate ," Adjusted operating profit up 31 per cent in first half to £4.4 million
"
5788,IFG+GROUP,"Mon, Aug 22, 2016, 05:20","Business diary: Kingspan, INM and Paddy Power results due"," International Business Women’s Conference takes place in Tralee
"
5789,IFG+GROUP,"Fri, Jul 29, 2016, 05:10",Irish company dividends likely to hold up  post-Brexit as profit growth declines ," Weaker sterling against euro may make UK dividend payers more attractive
"
5790,IFG+GROUP,"Wed, Jun 22, 2016, 21:30",Late ‘Leave’ poll trims gains in Europe," Bank of Ireland adds almost 2 % as Iseq edges up to deliver 6.6% rally on week
"
5791,IFG+GROUP,"Sat, Mar 26, 2016, 07:30","Business Week: Brussels fallout, housing and the technological revolution"," Travel stocks tumble following terrorist attacksin whichat least 31 people died
"
5792,IFG+GROUP,"Fri, Jan 15, 2016, 04:30",Bernard Byrne: ‘My goal is to return AIB to private ownership’ ," Chief executiveon fixing the bank and targets for repaying its debt to the State
"
5793,IFG+GROUP,"Tue, Dec 22, 2015, 11:17",AIB to sell shares to individual investors in 2016," Bank is primed for biggest share sale in a state asset since Eircom 
"
5794,IFG+GROUP,"Fri, Aug 14, 2015, 01:00",Stocks rise as concerns over China ease," Dollar strengthens as labour and sales data bolsters optimism inworld’s largest economy
"
5795,IFG+GROUP,"Tue, Aug 11, 2015, 01:02",US rally boosts sentiment in London," Irish shares showed slight improvement, with Bank of Ireland closing day on0.54% rise
"
5796,IFG+GROUP,"Tue, May 12, 2015, 14:11",IFG targets “meaningful profitability” in 2015," Pensions specialist reports growth in revenues and profits in Q1 as it eyes acquisition targets and approves appointment of Deloitte as auditor
"
5797,IFG+GROUP,"Sat, Mar 28, 2015, 01:00",Markets: oil price falls and stocks fluctuate as investors bet on US rates," Bank of Ireland chief Richie Boucher says it will resume dividends and look to grow in UK
"
5798,IFG+GROUP,"Wed, Jan 21, 2015, 02:00",The Bottom Line: AIB may look to  ex-bookie boss," AIB directors were informed chief executive David Duffy was quitting to take similar role with Clydesdale Bank in the UK
"
5799,IFG+GROUP,"Wed, Jul 23, 2014, 01:00",Dollar hits a high as global stocks rally ,"Iseq closes up 1% following light tradingand Ryanair gains 3% to reach €6.95 
"
5800,IFG+GROUP,"Fri, Jan 3, 2014, 21:58",Europe stocks up despite weak volumes,"Next Plc leads retailer rally in UK with jump of 10 per cent to 6,085 pence 
"
5801,IFG+GROUP,"Thu, Jan 2, 2014, 19:54",Iseq bucks European trend with gains," World shares weighed down by disappointing Chinese manufacturing data
"
5802,IFG+GROUP,"Fri, Dec 20, 2013, 20:37",Euro holds steady after EU downgrade,"Gold on track for the biggest annual loss in more than three decades 
"
5803,IFG+GROUP,"Fri, Nov 15, 2013, 20:42",Stocks rise  as Fed chief backs stimulus,"Dublin’s Iseq edges into a positive close, finishing just 0.25 per cent higher 
"
5804,IFG+GROUP,"Fri, Jul 5, 2013, 18:55",Iseq falls 1.6 per cent in ‘nervous’ day’s trading," European stocks continue gains following ECB statement on interest rates
"
5805,KENMARE+RESOURCES,"Wed, Aug 24, 2016, 20:15",European markets calm while US frets over interest rates,"Investor confidence slowly coming back amid calmest market in more thanyear 
"
5806,KENMARE+RESOURCES,"Fri, Jul 8, 2016, 06:30",Turbulent times for the many Irish companies involved in exploration," Commodity price cycles are nothing new but the rise of frackinghas really been a game changer in terms of the supply of oil
"
5807,KENMARE+RESOURCES,"Thu, Apr 28, 2016, 11:17",Kenmare Resources in $300m restructuring plan ," BVI-based King Ally Holdings will invest $100 million
"
5808,KENMARE+RESOURCES,"Wed, Apr 27, 2016, 22:28",Kenmare to announce ambitious  financial restructuring plan," Troubled iron and titanium ore miner said to be ready to raise €265m
"
5809,KENMARE+RESOURCES,"Tue, Mar 29, 2016, 19:37",Yellen’s dovish interest rate comments cheer investors," Iseq in Dublin rose by 1.1 per cent while Germany’s Dax climbed 0.4 per cent and the Cac 40 in France was up 0.9 per cent
"
5810,KENMARE+RESOURCES,"Thu, Dec 10, 2015, 01:00",Australian company Iluka still interested in Kenmare’s prime asset," Irish mining firm saysMoma sitehas minerals potentially worth up to $1.2 billion
"
5811,KENMARE+RESOURCES,"Wed, Dec 9, 2015, 01:00",Markets dive into red amid commodity price rout," Stocks fall as cost of oil touches below $40 a barrel for first time since February 2009
"
5812,KENMARE+RESOURCES,"Tue, Dec 8, 2015, 01:00",Kenmare turns to Oman after Australian prospective investor walks," Resources group tells stock exchange Australian suitor abandoning takeover bid
"
5813,KENMARE+RESOURCES,"Mon, Dec 7, 2015, 08:32",Kenmare Resources secures $100m investment," Sultanate of Oman wealth fund to invest in Irish miner but stock falls 8.1% in London as Iluka pulls out of deal
"
5814,KENMARE+RESOURCES,"Mon, Jul 27, 2015, 09:15",Kenmare Resources says production getting back on track," Dublin-listed miner hit by outages and industrial action in first half
"
