Envior_ID,Name_Envior,Date_Envior,Headline_Envior,Description_Envior
408,climate+change,"Jul 18, 2019", Tax strategy papers: the key highlights," Income tax; changes to USC and PRSI and levies on carbon usage, motoring and food supplements all feature
            "
409,climate+change,"Jul 18, 2019",Q&A: What the motor tax changes could mean for you," How current motorists, new car buyers and those importing from the UK will be affected
            "
410,climate+change,"May 17, 2019",John FitzGerald: Climate change and the end of an empire," Collapse of Rome shows how failure to adapt can have catastrophic consequences
            "
411,climate+change,"May 17, 2019",How do you raise carbon taxes without hitting labourers more than lawyers?," Caveat: Good luck with handling this one in October’s budget, Paschal Donohoe
            "
412,climate+change,"Apr 18, 2019",Ireland has to move on carbon tax – why are we still arguing about it?," Smart Money: We need to cut emissions and avoid big fines – but politicians are nervous
                    "
413,climate+change,"Feb 1, 2019","Ireland Strategic Investment Fund to finance 25,000 homes"," Fund managed by NTMA to back building of homes ‘ideally at the more affordable end’
            "
414,climate+change,"Jan 25, 2019",Saudis come in from the cold after ‘Davos in the Desert’ flop," Davos 2019 diary: Teen environmental activist unsure is she was listened to by elders
            "
415,climate+change,"Jan 14, 2019",Brussels pushes to end national vetoes on taxation," Juncker wants to roll back tax powers that helped Ireland, Luxembourg and Malta
            "
416,climate+change,"Jan 3, 2019",The three big trends which will affect your finances this year," Smart Money: Brexit, world economy wobbles and interest rates are vital signs for 2019
                    "
417,climate+change,"Nov 20, 2018",CSO figures at odds with booming financial sector," Labour Force Survey detects sharp fall in jobs in finance sector contrary to perceptions
            "
418,climate+change,"Oct 26, 2018","Wedding planners, Brexit marchers and a voyage on the good ship Titanic II"," Planet Business: A week of unexpected comebacks
            "
419,climate+change,"Oct 19, 2018","Fortnite furore, Trump’s climate change, and the ‘backstop to the backstop’"," Planet Business: Also in the news – it’s a Betfair cop, and farewell Microsoft’s Paul Allen
            "
420,climate+change,"Oct 9, 2018",NTMA hoping to raise up to €3bn from green bond sale," Green bonds are aimed at funding projects that promote climate change mitigation
            "
421,climate+change,"Oct 8, 2018",US economists win Nobel prize for work on climate change," William D Nordhaus and Paul M Romer awarded the 2018 Nobel Prize in Economics
            "
422,climate+change,"Sep 18, 2018",Lifting of milk quotas raises farming output to over €8bn," Central Bank report warns of potential negative shocks from Brexit, CAP reductions
            "
423,climate+change,"Sep 14, 2018",State continues to demolish viable housing stock instead of repairing it," Government should address housing shortages and climate change at the same time
            "
424,climate+change,"Jul 17, 2018",EU and Japan sign one of history’s largest trade deals," Move seen as counterweight to offset US protectionism under Donald Trump
            "
425,climate+change,"Jul 9, 2018",NTMA chief urges State to sell bank shares as ‘dark clouds’ gather," Investors in Irish bonds would prefer to see Government taking every opportunity to pay down debt, Conor O’Kelly says
            "
426,climate+change,"Jun 8, 2018",Mike Bloomberg: ‘Make America Great Again? It’s never been greater'," Interview: Former New York mayor on preaching and paying for health and climate action
            "
427,climate+change,"Jun 4, 2018",Ibec spent €1.3m lobbying in the EU last year," Irish body third biggest spender on lobbying in EU, behind two groups in Germany
            "
428,climate+change,"Apr 26, 2018",Timber industry sees Border checks as part of solution in hard Brexit," Copy measures in use on US-Canadian and Norwegian-Swedish borders, report suggests
            "
429,climate+change,"Jan 24, 2018",Trump’s Davos advance party delivers mixed messages to global elite," US ready for trade wars, commerce secretary indicates
            "
430,climate+change,"Jan 23, 2018",Davos: Fashion gets a seat at the table," Sinead Burke will give talks on design, inclusion and disability
            "
431,climate+change,"Dec 29, 2017",Business review of 2017: Brexit and Trump fail to halt global boom," This year's international economic renaissance shows how forecasts are more art than science
                    "
432,climate+change,"Oct 16, 2017",Chris Johns: Hard Brexit is no longer a risk – it is the UK’s objective," Should the hard Brexiteers get their wish, the first casualty will be sterling
            "
433,climate+change,"Oct 5, 2017","State may face €610m climate bill in 2020, says Dáil committee"," Committee on Budgetary Oversight says climate change still not part of budget planning
            "
434,climate+change,"Sep 14, 2017",Government review reiterates capital spending commitments," Minister for Finance Paschal Donohoe launches mid-term review of spending plans
            "
435,climate+change,"Sep 1, 2017",John FitzGerald: A fair legal framework is crucial for business," Firms setting up in Ireland know under what laws they will operate
            "
436,climate+change,"Jul 9, 2017",G20 leaders restate opposition to protectionism," Trump isolated on climate change as group issues dissenting conclusions for first time
            "
437,climate+change,"Jul 6, 2017",EU strikes free-trade deal with Japan," Brussels eyes openings for agriculture while Tokyo looks to boost car exports
            "
438,climate+change,"May 14, 2017",G7 keeps watered-down pledge to promote free trade," Finance officials hope for breakthrough in meetings with US president later this year   
            "
439,climate+change,"Mar 28, 2017",Triggering of Brexit a tragedy for EU and Britain ," If a deal is to be reached with the EU, the UK will need to make concessions   
            "
440,climate+change,"Jan 26, 2017",Hayes says Ireland should issue green bonds," Irish MEP says green bonds would help finance renewable projects and send signal environmental issues are ‘national priority’   
            "
441,climate+change,"Jan 21, 2017",Davos: globalisation is in trouble but populism is not the answer,"  Those in world’s most powerful  institutions  confront popular rejection of their values   
            "
442,climate+change,"Jan 13, 2017",Planet Business: the weird and wonderful world of finance," From drones to conceptual driving and the ’Jenga effect’   
            "
443,climate+change,"Nov 24, 2016",Slight rise in European shares while Iseq edges up .65%," BoI and housebuilder Abbey rise on back of Central Bank move on mortgage lending   
            "
444,climate+change,"Oct 11, 2016",Budget 2017: Full text of Paschal Donohoe’s speech," Minister for Public Expenditure and Reform outlines Government’s spending plans    
            "
445,climate+change,"Oct 11, 2016",Budget 2017: Full text of Michael Noonan’s speech," Read about all the measures announced by Minister for Finance in Dáil today    
            "
446,climate+change,"Sep 23, 2016",Green investment to boost global economy - Bank of England governor ," €45 trillion investment needed in energy efficiency to meet UN global warming targets   
            "
447,climate+change,"Jul 20, 2016","Martin Wolf: Trump’s answer is ‘clear, simple and wrong’"," Stagnating incomes will not be solved by a dose of populist protectionism   
            "
448,climate+change,"Jul 8, 2016",Carbon tax essential   for  decarbonising our economies," Emissions trading scheme ran aground when recession made permits worthless   
            "
449,climate+change,"Jul 4, 2016",Brexit: Feelings cannot prevail over reason," We need to contain the contagion and fix what ails the EU    
            "
450,climate+change,"Jun 20, 2016",Brexit and you: Six ways your life might change after Thursday," It’s still too close to call it, but if the UK votes to Leave this week it won’t just be the Irish economy that will be hit - it will be all of us   
            "
451,climate+change,"May 24, 2016",Economist Brendan Walsh inspired generations of students ," Brendan Walsh was a sharp analyst of Irish economics and society    
            "
452,climate+change,"May 19, 2016","Brazil’s ‘Scissorhands’ turns to helping the developing world	"," Former finance minister of Latin American country is now with the World Bank   
            "
453,climate+change,"May 17, 2016",Breaking up (government departments) is hard to do," The  problems facing the Government will not be solved by reorganising departments    
            "
454,climate+change,"May 3, 2016",John FitzGerald: Ireland must protect  interests under Brexit," Anything that may  destabilise the Belfast Agreement would be a major concern    
            "
455,climate+change,"Apr 19, 2016",Brexit could ratchet up  pressure on Dublin housing market," Loss of 10,000 financial sector jobs in London may mean firms move in search of EU ‘asylum’    
            "
456,climate+change,"Apr 18, 2016",German stance on ECB shows European ideal is defunct," There is a reason why this is happening - not a good one, but a powerful one. Money.   
            "
457,climate+change,"Mar 17, 2016",British chancellor George Osborne is in traps of his own devising," Steady reduction in corporation tax suggests government is trying to turn  UK into Ireland   
            "
458,climate+change,"Feb 15, 2016",Arthur Beesley: Brexit dangers coming into focus for Irish firms," Uncertainty prevails until exact terms of any British exit from the EU are known    
            "
459,climate+change,"Jan 19, 2016",Davos 2016: the five big themes,"  World Economic Forum  to grapple with big issues  from climate change to  refugee crisis   
            "
460,climate+change,"Dec 1, 2015",Pricing a key tool to encourage  carbon-neutral energy," Tackling climate change requires incentivising new technology to produce ‘clean’ energy   
            "
461,climate+change,"Aug 31, 2015","Euro zone inflation steady in August, easing pressure on ECB"," Oil prices have fallen from above $60 a barrel in early July to around $43 last week   
            "
462,climate+change,"Jun 26, 2015",Jim Yong Kim: World Bank chief seeks to slash extreme poverty ," Ahead of Dublin visit, health expert  discusses fighting poverty and sharing prosperity    
            "
463,climate+change,"Apr 23, 2015",Rise in Dublin consumer sentiment reflects optimism in economy," Trends in consumer sentiment within the capital ’broadly similar’ to those nationwide    
            "
464,climate+change,"Feb 24, 2015",Finding out what makes people switch on and off," John FitzGerald looks at how the best way to approach the Irish Water issue and make savings   
            "
465,climate+change,"Dec 2, 2014",Juncker plan needs focus and speed to boost  economies –  Franco-German meeting," SPD leader calls for less talk and more action as he looks to replicate post-unification plan to deliver growth for Europe   
            "
466,climate+change,"Nov 12, 2014",An unethical bet in the climate casino," Opinion: Republican wins in US midterms have implications for humanity    
            "
467,climate+change,"Oct 21, 2014",ECB begins buying bonds to revive economy,"   Central bank focuses on short-dated debt held by French and Spanish banks 
            "
468,climate+change,"Sep 24, 2014",Clean growth is a safe bet in the climate casino," All but most obdurate sceptics must recognise  probability of irreversible climate change is much greater than zero   
            "
469,climate+change,"Sep 10, 2014",Key economic posts in Commission given to France and Britain," Juncker unveils new-look EU executive with Britain and France to oversee economic portfolios   
            "
470,climate+change,"Sep 5, 2014",Deflation threatens to derail Euro recovery," Almost six years after the economic crisis began, Europe cannot afford to face into a prolonged period of stagnation    
            "
471,climate+change,"Aug 13, 2014",Monopolies are no friend of a healthy democracy," There are many  ways in which dominant businesses can harm us   
            "
472,climate+change,"Aug 12, 2014",Libertarian notion of US government is foolish fantasy," Is libertarian economics at all realistic?The answer is no   
            "
